zaretzki_index,molecule_title,atomic_index,zaretzki_atomic_index,atomic_number,hydrogen_neighbor,is_aromatic,heavy_atoms,double_bonded,ir,relative_ir,bde,relative_bde,sasa,relative_sasa,sasa_maestro,sasa_hydrogen_maestro,relative_sasa_hydrogen_maestro,eamin,eamax,iemin,iemax,ieavg,espmin,espmax,relative_eamin,relative_eamax,relative_iemin,relative_iemax,relative_ieavg,relative_espmin,relative_espmax,primary_som,secondary_som,tertiary_som,som,som_level
002,1_4_cineole,3,2003,6,2,0,11,0,-3.102,0.859486057955167,98.89,0.5401629802095458,26.401081986681906,0.4400786647284654,1.77883815620633,17.0257926821254,0.0,-35.119394494999995,-18.926187425000002,10.453475000000001,13.0387285,11.192858,-10.084146025,7.7245271550000005,0.16393346563887076,0.21115222730809127,0.6599734485455654,0.9393040054641916,0.5694775098433136,0.6503417977697703,0.9594427328064186,0,0,0,0,0
002,1_4_cineole,4,2004,6,2,0,11,0,-2.845,1.0,98.87,0.5378346915017466,32.74460530508603,0.5458186216380128,2.17347436764254,23.1180929479567,0.48942494155741934,-34.321294565,-18.112351775,10.509657,13.0387285,11.266909,-9.833788315,7.83036343,0.3576448793380453,1.0,0.7388166733403948,0.9393040054641916,0.7190480935478483,0.6608794527471793,0.9822942260204971,1,0,0,1,3
002,1_4_cineole,6,2006,6,3,0,11,0,-4.513,0.08802624384909812,102.84,1.0,59.99173353012179,1.0,5.44700356996254,29.473667215132934,1.0,-35.4949636,-18.202140200000002,10.589075,12.711153333333334,11.406005666666667,-16.87626805,7.069885459999999,0.07277693305868976,0.9129684241839666,0.8502682276950936,0.18596496876564333,1.0,0.36445869689019245,0.8180966749359444,0,0,0,0,0
002,1_4_cineole,7,2007,6,2,0,11,0,-3.102,0.859486057955167,98.13,0.4516880093131541,26.40073678651719,0.4400729105996146,1.77857472068527,17.0258587385973,5.306646666956476e-06,-34.32971223,-18.875057384999998,10.572449,13.065121,11.264851,-9.23712013,7.912367400000001,0.35560177956331496,0.26071237888372106,0.82693606694185,1.0,0.7148912791731078,0.6859934525098661,1.0,0,0,0,0,0
002,1_4_cineole,8,2008,6,2,0,11,0,-2.845,1.0,98.84,0.5343422584400468,32.74598185302949,0.5458415672650594,2.17372519307935,23.1189193236517,0.48949132844883664,-34.11722875,-18.14224536,10.507811,13.065121,11.26607,-9.640187255,7.80284182,0.4071748642753007,0.9710242627672723,0.7362260821729161,1.0,0.7173534544514385,0.6690281978908404,0.9763519355897772,1,0,0,1,3
002,1_4_cineole,9,2009,6,1,0,11,0,-2.99,0.9207217058501913,94.25,0.0,9.704947576228454,0.16177141424585786,0.0,18.4154974863076,0.11164193537596934,-35.79480791,-19.1440282,9.983192,12.885168,10.910915,-25.53521968,3.56755188,0.0,0.0,0.0,0.5861541610418767,0.0,0.0,0.06189515483511482,0,0,0,0,0
002,1_4_cineole,10,2010,6,3,0,11,0,-4.674,0.0,101.6,0.8556461001164134,53.91848016248185,0.898765162960484,5.5544571260377,24.702598230529233,0.616716173355343,-31.674761936666666,-18.451795960000002,10.695770666666666,12.756158333333332,11.305211333333334,-1.77683031,7.30227115,1.0,0.6709780539959501,1.0,0.28946494921781457,0.7964123742991195,1.0,0.8682719103935791,0,0,0,0,0
002,1_4_cineole,11,2011,6,3,0,11,0,-4.674,0.0,101.04,0.7904540162980214,53.91832180404873,0.8987625232895861,5.55408148369754,24.7029844608104,0.6167472011649615,-33.011201426666666,-19.057797313333335,10.212444666666668,12.63029,11.097586333333334,-14.926248210000002,3.2808855966666663,0.6756251025716712,0.08358326756052979,0.32172260746883774,0.0,0.377044743319744,0.4465358027760953,0.0,0,0,0,0,0
003,1_8_cineole,1,3001,6,2,0,11,0,-6.76,0.16192706590833056,97.05,0.17528735632183873,28.196759340915687,0.4862270073440928,1.30625244775716,19.370848935565853,0.028628689509967026,-34.75295954,-18.566131204999998,10.117302500000001,13.1090295,11.1038,-12.03419255,6.820658045,0.0,0.9076018468252977,0.0,0.9735869962895705,0.0,0.3761615301871995,0.4517799407875497,1,0,0,1,3
003,1_8_cineole,2,3002,6,2,0,11,0,-7.244,0.0,95.83,0.0,30.85184701248454,0.5320115358842153,1.8346133339982,21.79015365077315,0.29292863683434456,-33.13180357,-19.431224085,10.4642555,13.13011,11.322190500000001,0.31165995,7.90111463,0.596004575624779,0.002186150523256283,0.9572081050919621,1.0,0.9966548544542219,0.9206367368830152,0.7727610686768587,0,0,0,0,0
003,1_8_cineole,3,3003,6,1,0,11,0,-6.827,0.1395115423218467,101.8,0.857758620689654,12.035107533780696,0.20753428606680788,0.0,19.1087924190102,0.0,-32.03292007,-18.72917334,10.479766,12.916257,11.288221,2.11120404,8.66602502,1.0,0.7369601601342719,1.0,0.7320509436452417,0.8416304047717323,1.0,1.0,0,0,0,0,0
003,1_8_cineole,4,3004,6,2,0,11,0,-7.244,0.0,95.83,0.0,30.851034649759864,0.5319975274411981,1.83410245522809,21.790516349800697,0.29296826033992157,-33.14244923,-19.433312875,10.4638245,13.1288065,11.322923500000002,0.32761281,7.90936956,0.5920907868296501,0.0,0.9560190198461354,0.9983667678500718,1.0,0.9213402878727821,0.7752134362951718,0,0,0,0,0
003,1_8_cineole,5,3005,6,2,0,11,0,-6.76,0.16192706590833056,97.05,0.17528735632183873,28.197556282137736,0.48624074985757604,1.30678801652456,19.370552949876497,0.02859635418584945,-34.75179448,-18.56376033,10.1581335,13.110027,11.104083,-11.407396525,6.8338392,0.0004283246669204272,0.9100832306033809,0.11264858392637905,0.9748368229635661,0.00129150912613018,0.40380440825236275,0.4556957871598348,1,0,0,1,3
003,1_8_cineole,7,3007,6,3,0,11,0,-4.592,0.887253261960522,102.79,1.0,57.990936157442654,1.0,5.42311841409646,28.262425401910736,1.0,-34.610831383333334,-18.47784801666667,10.141082,12.532578999999998,11.194472333333335,-20.5635704,5.299918756666667,0.052252240540709954,1.0,0.06560522645728446,0.2513181129433986,0.4137955688610982,0.0,0.0,0,0,0,0,0
